/novel_test/datasets/moyunxi_new/wavs19/input_0|“那你们就更不应该给他压力，一科考砸没什么，后面还有两科呢，未必没有机会扳回来！”|“那你们就更不应该给他压力，一科考砸没什么，后面还有两科呢，未必没有机会扳回来！”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_1|到了省体育馆，门口早就排起了长龙，沈前走到了靖城学生聚集的那一列|到了省体育馆，门口早就排起了长龙，沈前走到了靖城学生聚集的那一列|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_2|默默的排起了队。“考完之后我已经通过一些渠道得到了证实，今年的意志考试在往年也出现过类似的题目。|默默的排起了队。“考完之后我已经通过一些渠道得到了证实，今年的意志考试在往年也出现过类似的题目。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_3|“考题被记载在像是扑克一样的卡牌上，根据花色和点数不同，每一道考题都不一样……”|“考题被记载在像是扑克一样的卡牌上，根据花色和点数不同，每一道考题都不一样……”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_4|从第一关体能考试的经验来看，其他人的经验不一定完全正确，甚至还可能造成某种误导。|从第一关体能考试的经验来看，其他人的经验不一定完全正确，甚至还可能造成某种误导。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_5|“……准考证号22970614019800001，靖城市第七高级中学，沈前！”|“……准考证号二二九七零六一四零一九八零零零零一，靖城市第七高级中学，沈前！”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_6|“准考证尾号800001的考生，欢迎您，下面，我将为您宣读意志考试的详细规则。”|“准考证尾号八零零零零一的考生，欢迎您，下面，我将为您宣读意志考试的详细规则。”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_7|他转头看向左侧，果然有十个金色的沙漏悬浮着，每个沙漏都标记着一个“10”的数字。|他转头看向左侧，果然有十个金色的沙漏悬浮着，每个沙漏都标记着一个“十”的数字。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_8|随着倒计时归零，第一个沙漏开始流淌，同时在沈前的前方出现了一个小小的光点。|随着倒计时归零，第一个沙漏开始流淌，同时在沈前的前方出现了一个小小的光点。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_9|沈前看了一眼扑克牌右上方的点数，按照欧阳飞推理的规则，那这张卡片应该是最难的了。|沈前看了一眼扑克牌右上方的点数，按照欧阳飞推理的规则，那这张卡片应该是最难的了。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_10|沈前瞳孔一缩，艰难的爬了起来，“有什么恩怨我们改天再算可以吗，我现在有急事。”|沈前瞳孔一缩，艰难的爬了起来，“有什么恩怨我们改天再算可以吗，我现在有急事。”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_11|“求？”赵鑫病态般的笑了起来，“可以啊，来，从我裤裆底下钻过去，我今天就放过你。”|“求？”赵鑫病态般的笑了起来，“可以啊，来，从我裤裆底下钻过去，我今天就放过你。”|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_12|背后响起了熟悉的声音，沈前转头看去，扎着高马尾的女孩走了过来，清冷的注视着沈前。|背后响起了熟悉的声音，沈前转头看去，扎着高马尾的女孩走了过来，清冷的注视着沈前。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_13|雷声大作，暴雨从窗外淹没了进来，沈前恍若没有生气的木偶，一点一点瘫倒在地。|雷声大作，暴雨从窗外淹没了进来，沈前恍若没有生气的木偶，一点一点瘫倒在地。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_14|否则沈前就会一直困在那个场景之中，直到意志觉醒察觉到了破绽，或者是时间耗尽。|否则沈前就会一直困在那个场景之中，直到意志觉醒察觉到了破绽，或者是时间耗尽。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_15|从某种角度而言，这种卡牌幻境和他观想脑海中禁忌投影时候的感觉有点像，但沉浸感却更强。|从某种角度而言，这种卡牌幻境和他观想脑海中禁忌投影时候的感觉有点像，但沉浸感却更强。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_16|此时沈前已经想明白了之前不对劲的地方，假设一个沙漏代表十分，那就不可能有人拿满分。|此时沈前已经想明白了之前不对劲的地方，假设一个沙漏代表十分，那就不可能有人拿满分。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_17|一个幻境都已经如此可怕，到底要什么样的变态，才能在这么短的时间里通过所有幻境的考验？|一个幻境都已经如此可怕，到底要什么样的变态，才能在这么短的时间里通过所有幻境的考验？|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_18|一片寂静的三号考场之中，只有巡视的几个工作人员踩着轻微的脚步声行走在其中。|一片寂静的三号考场之中，只有巡视的几个工作人员踩着轻微的脚步声行走在其中。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_19|从十分钟前开始，那个同事好像就变成了那个01号考生的专属客服，站在那里不敢离开。|从十分钟前开始，那个同事好像就变成了那个01号考生的专属客服，站在那里不敢离开。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_20|说这个考生行的话，他又总是差点陷入崩溃，你要说他不行的话，他又总能挺过来。|说这个考生行的话，他又总是差点陷入崩溃，你要说他不行的话，他又总能挺过来。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_21|总之，沈前的这种反复状态已经持续了很久，也搞得他根本不敢分散注意力，一直盯着沈前。|总之，沈前的这种反复状态已经持续了很久，也搞得他根本不敢分散注意力，一直盯着沈前。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_22|他们盯着屏幕上的监控，不仅是留意考生的情况，同时也是在监督里面的巡视人员。|他们盯着屏幕上的监控，不仅是留意考生的情况，同时也是在监督里面的巡视人员。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_23|而如果沈前在这里的话，就会认出这个须发皆白的主监考官，正是他体能测试时候的主监考官。|而如果沈前在这里的话，就会认出这个须发皆白的主监考官，正是他体能测试时候的主监考官。|moyunxi_new
/novel_test/datasets/moyunxi_new/wavs19/input_24|欧培亮本来被分配的是五号考场的监考工作，但他自己向上级申请换来了三号考场。|欧培亮本来被分配的是五号考场的监考工作，但他自己向上级申请换来了三号考场。|moyunxi_new
